CHEMICAL_ID_NUMBER,STRIPPED_CHEMICAL_ID_NUMBER,Nat_Agg_PPV_2015,Nat_Agg_PPV_2014,Nat_Agg_PPV_2013,Nat_Agg_PPV_2012
68584-27-0,68584270,Withheld,Withheld,Withheld,Withheld
68584-83-8,68584838,Withheld,Withheld,Withheld,Withheld
68585-06-8,68585068,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68585-34-2,68585342,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb"
68585-47-7,68585477,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","250,000,000 - 500,000,000 lb"
68585-82-0,68585820,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
68586-02-7,68586027,Withheld,Withheld,Withheld,Withheld
68586-07-2,68586072,"500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
68586-19-6,68586196,Withheld,Withheld,Withheld,Withheld
68602-83-5,68602835,Withheld,Withheld,Withheld,Withheld
68602-84-6,68602846,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68603-00-9,68603009,Withheld,Withheld,Withheld,Withheld
68603-02-1,68603021,Withheld,Withheld,Withheld,Withheld
68603-08-7,68603087,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68603-09-8,68603098,Withheld,Withheld,Withheld,Withheld
68603-15-6,68603156,Withheld,Withheld,Withheld,Withheld
68603-16-7,68603167,Withheld,Withheld,Withheld,Withheld
68603-17-8,68603178,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68603-32-7,68603327,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68603-38-3,68603383,Withheld,Withheld,Withheld,Withheld
68603-42-9,68603429,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68603-50-9,68603509,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68603-55-4,68603554,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
68603-62-3,68603623,Withheld,Withheld,Withheld,Withheld
68603-64-5,68603645,"25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
68603-87-2,68603872,Withheld,Withheld,Withheld,Withheld
68603-94-1,68603941,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
68604-21-7,68604217,Withheld,Withheld,Withheld,Withheld
68604-39-7,68604397,Withheld,Withheld,Withheld,Withheld
68604-40-0,68604400,"250,000,000 - 500,000,000 lb",Withheld,Withheld,Withheld
68604-44-4,68604444,Withheld,Withheld,Withheld,Withheld
68604-59-1,68604591,Withheld,Withheld,Withheld,Withheld
68604-62-6,68604626,Withheld,Withheld,Withheld,Withheld
68604-71-7,68604717,Withheld,Withheld,Withheld,Withheld
68604-78-4,68604784,Withheld,Withheld,Withheld,Withheld
68605-02-7,68605027,Withheld,Withheld,Withheld,Withheld
68605-97-0,68605970,Withheld,Withheld,Withheld,Withheld
68606-10-0,68606100,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68606-11-1,68606111,"20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb"
68606-23-5,68606235,"100,000 - 500,000 lb","100,000 - 500,000 lb","< 25,000 lb","100,000 - 500,000 lb"
68606-24-6,68606246,Withheld,Withheld,Withheld,Withheld
68606-25-7,68606257,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","750,000,000 - 1,000,000,000 lb"
68606-26-8,68606268,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68606-27-9,68606279,"10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb"
68606-28-0,68606280,"100,000,000 - 250,000,000 lb","10,000,000 - 50,000,000 lb","100,000,000 - 250,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68606-31-5,68606315,Withheld,Withheld,Withheld,Withheld
68606-34-8,68606348,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68606-36-0,68606360,Withheld,Withheld,Withheld,Withheld
68606-76-8,68606768,Withheld,Withheld,Withheld,Withheld
68606-80-4,68606804,Withheld,Withheld,Withheld,Withheld
68607-11-4,68607114,"20,000,000,000 - 30,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb"
68607-19-2,68607192,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68607-20-5,68607205,"< 25,000 lb",Withheld,Withheld,Withheld
68607-24-9,68607249,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68607-28-3,68607283,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68607-29-4,68607294,Withheld,Withheld,Withheld,Withheld
68607-30-7,68607307,"750,000,000 - 1,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68607-87-4,68607874,"1,000,000,000 - 5,000,000,000 lb",Withheld,Withheld,Withheld
68607-88-5,68607885,Withheld,Withheld,Withheld,Withheld
68608-26-4,68608264,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68608-32-2,68608322,"25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68608-38-8,68608388,Withheld,"100,000 - 500,000 lb","100,000 - 500,000 lb","< 25,000 lb"
68608-64-0,68608640,Withheld,Withheld,Withheld,Withheld
68608-65-1,68608651,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68608-66-2,68608662,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68608-68-4,68608684,Withheld,Withheld,Withheld,Withheld
68608-77-5,68608775,Withheld,Withheld,Withheld,Withheld
68608-79-7,68608797,Withheld,Withheld,Withheld,Withheld
68608-80-0,68608800,Withheld,Withheld,Withheld,Withheld
68608-82-2,68608822,Withheld,Withheld,Withheld,Withheld
68608-88-8,68608888,Withheld,Withheld,Withheld,Withheld
68608-89-9,68608899,Withheld,Withheld,Withheld,Withheld
68609-04-1,68609041,Withheld,Withheld,Withheld,Withheld
68609-68-7,68609687,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68609-92-7,68609927,Withheld,Withheld,Withheld,Withheld
68609-93-8,68609938,Withheld,Withheld,Withheld,Withheld
68609-96-1,68609961,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68609-97-2,68609972,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68610-11-7,68610117,"< 25,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68610-26-4,68610264,Withheld,Withheld,Withheld,Withheld
68610-36-6,68610366,Withheld,Withheld,Withheld,Withheld
68610-44-6,68610446,Withheld,Withheld,Withheld,Withheld
68610-51-5,68610515,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68610-62-8,68610628,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
68610-90-2,68610902,Withheld,Withheld,Withheld,Withheld
68611-20-1,68611201,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68611-44-9,68611449,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68611-45-0,68611450,"25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","< 25,000 lb"
68611-47-2,68611472,"< 25,000 lb",Withheld,Withheld,Withheld
68611-55-2,68611552,Withheld,Withheld,Withheld,Withheld
68611-64-3,68611643,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68611-70-1,68611701,Withheld,Withheld,Withheld,Withheld
68630-95-5,68630955,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
686-31-7,686317,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
6863-58-7,6863587,Withheld,Withheld,Withheld,Withheld
6864-37-5,6864375,Withheld,Withheld,Withheld,Withheld
68647-19-8,68647198,Withheld,Withheld,Withheld,Withheld
68647-25-6,68647256,"100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68647-55-2,68647552,Withheld,Withheld,Withheld,Withheld
68647-57-4,68647574,"25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68647-58-5,68647585,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68647-68-7,68647687,Withheld,Withheld,Withheld,Withheld
68647-71-2,68647712,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68647-72-3,68647723,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
68647-73-4,68647734,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","< 25,000 lb"
68647-75-6,68647756,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68647-77-8,68647778,Withheld,Withheld,Withheld,Withheld
68647-86-9,68647869,Withheld,Withheld,Withheld,Withheld
68648-09-9,68648099,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68648-10-2,68648102,Withheld,Withheld,Withheld,Withheld
68648-12-4,68648124,"< 25,000 lb","< 25,000 lb","< 25,000 lb","100,000 - 500,000 lb"
68648-28-2,68648282,Withheld,Withheld,Withheld,Withheld
68648-53-3,68648533,Withheld,Withheld,Withheld,Withheld
68648-87-3,68648873,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","250,000,000 - 500,000,000 lb"
68648-89-5,68648895,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68648-93-1,68648931,Withheld,Withheld,Withheld,Withheld
68649-00-3,68649003,Withheld,Withheld,Withheld,Withheld
68649-11-6,68649116,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68649-12-7,68649127,Withheld,Withheld,Withheld,Withheld
68649-37-6,68649376,Withheld,Withheld,Withheld,Withheld
68649-38-7,68649387,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
68649-42-3,68649423,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","1,000,000 - 10,000,000 lb"
68649-48-9,68649489,Withheld,Withheld,Withheld,Withheld
68649-83-2,68649832,Withheld,Withheld,Withheld,Withheld
68649-95-6,68649956,Withheld,Withheld,Withheld,Withheld
68650-36-2,68650362,Withheld,Withheld,Withheld,Withheld
68650-39-5,68650395,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68650-46-4,68650464,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68650-79-3,68650793,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb"
6865-35-6,6865356,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
6873-77-4,6873774,Withheld,"< 25,000 lb","< 25,000 lb","< 25,000 lb"
687-47-8,687478,Withheld,Withheld,Withheld,Withheld
68783-04-0,68783040,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68783-05-1,68783051,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-06-2,68783062,"250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb","50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb"
68783-07-3,68783073,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-08-4,68783084,">200,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
68783-10-8,68783108,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68783-11-9,68783119,"500,000,000 - 750,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","500,000,000 - 750,000,000 lb"
68783-12-0,68783120,">200,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb"
68783-24-4,68783244,Withheld,Withheld,Withheld,Withheld
68783-25-5,68783255,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68783-34-6,68783346,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68783-36-8,68783368,Withheld,Withheld,Withheld,Withheld
68783-37-9,68783379,Withheld,Withheld,Withheld,Withheld
68783-41-5,68783415,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68783-56-2,68783562,"100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68783-61-9,68783619,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-62-0,68783620,">200,000,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb"
68783-64-2,68783642,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-65-3,68783653,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-66-4,68783664,"30,000,000,000 - 40,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68783-78-8,68783788,Withheld,Withheld,Withheld,Withheld
68783-88-0,68783880,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68783-96-0,68783960,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68784-12-3,68784123,Withheld,Withheld,Withheld,Withheld
68784-17-8,68784178,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68784-21-4,68784214,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68784-25-8,68784258,Withheld,Withheld,Withheld,Withheld
68784-26-9,68784269,Withheld,Withheld,Withheld,Withheld
68784-28-1,68784281,"100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
68784-31-6,68784316,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68784-39-4,68784394,Withheld,Withheld,Withheld,Withheld
68784-40-7,68784407,Withheld,Withheld,Withheld,Withheld
68784-41-8,68784418,Withheld,Withheld,Withheld,Withheld
68784-69-0,68784690,Withheld,Withheld,Withheld,Withheld
68784-70-3,68784703,Withheld,Withheld,Withheld,Withheld
68784-75-8,68784758,Withheld,Withheld,Withheld,Withheld
68784-78-1,68784781,"< 25,000 lb",Withheld,Withheld,Withheld
68784-98-5,68784985,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
68813-94-5,68813945,"100,000 - 500,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68814-02-8,68814028,Withheld,Withheld,Withheld,Withheld
68814-09-5,68814095,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68814-47-1,68814471,"70,000,000,000 - 80,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68814-67-5,68814675,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68814-69-7,68814697,Withheld,Withheld,Withheld,Withheld
68814-87-9,68814879,"20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb"
68814-89-1,68814891,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68814-90-4,68814904,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
68814-91-5,68814915,Withheld,Withheld,Withheld,Withheld
68814-95-9,68814959,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68814-96-0,68814960,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68815-21-4,68815214,Withheld,Withheld,Withheld,Withheld
68815-24-7,68815247,Withheld,Withheld,Withheld,Withheld
68815-49-6,68815496,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68815-50-9,68815509,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68815-55-4,68815554,Withheld,Withheld,Withheld,Withheld
6881-94-3,6881943,Withheld,Withheld,Withheld,Withheld
68833-67-0,68833670,Withheld,Withheld,Withheld,Withheld
68845-16-9,68845169,Withheld,Withheld,Withheld,Withheld
68845-31-8,68845318,Withheld,Withheld,Withheld,Withheld
68855-17-4,68855174,Withheld,Withheld,Withheld,Withheld
68855-18-5,68855185,Withheld,Withheld,Withheld,Withheld
68855-24-3,68855243,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68855-45-8,68855458,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68855-54-9,68855549,"500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","750,000,000 - 1,000,000,000 lb","500,000,000 - 750,000,000 lb"
68855-56-1,68855561,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68855-57-2,68855572,Withheld,Withheld,Withheld,Withheld
68855-60-7,68855607,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68855-69-6,68855696,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68855-71-0,68855710,Withheld,Withheld,Withheld,Withheld
68855-73-2,68855732,Withheld,Withheld,Withheld,Withheld
68855-74-3,68855743,Withheld,Withheld,Withheld,Withheld
68855-79-8,68855798,Withheld,Withheld,Withheld,Withheld
68855-80-1,68855801,Withheld,Withheld,Withheld,Withheld
68855-99-2,68855992,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
688-74-4,688744,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68876-83-5,68876835,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68876-84-6,68876846,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
68877-16-7,68877167,Withheld,Withheld,Withheld,Withheld
68877-29-2,68877292,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
688-84-6,688846,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68889-71-4,68889714,Withheld,Withheld,Withheld,Withheld
68890-99-3,68890993,Withheld,Withheld,Withheld,Withheld
68891-06-5,68891065,Withheld,Withheld,Withheld,Withheld
68892-13-7,68892137,Withheld,Withheld,Withheld,Withheld
68892-28-4,68892284,Withheld,Withheld,Withheld,Withheld
68901-15-5,68901155,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68908-99-6,68908996,Withheld,Withheld,Withheld,Withheld
68909-13-7,68909137,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68909-18-2,68909182,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68909-20-6,68909206,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68909-27-3,68909273,Withheld,Withheld,Withheld,Withheld
68909-76-2,68909762,Withheld,Withheld,Withheld,Withheld
68909-77-3,68909773,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68909-79-5,68909795,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68909-83-1,68909831,Withheld,Withheld,Withheld,Withheld
68909-91-1,68909911,"< 25,000 lb",Withheld,Withheld,Withheld
68910-05-4,68910054,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68910-31-6,68910316,Withheld,Withheld,Withheld,Withheld
68910-32-7,68910327,"50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68910-55-4,68910554,Withheld,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68910-89-4,68910894,Withheld,Withheld,Withheld,Withheld
68910-93-0,68910930,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb"
68910-94-1,68910941,Withheld,Withheld,Withheld,Withheld
68910-99-6,68910996,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68911-06-8,68911068,Withheld,Withheld,Withheld,Withheld
68911-34-2,68911342,Withheld,Withheld,Withheld,Withheld
68911-35-3,68911353,Withheld,Withheld,Withheld,Withheld
68911-58-0,68911580,"750,000,000 - 1,000,000,000 lb","500,000,000 - 750,000,000 lb","1,000,000 - 10,000,000 lb","100,000 - 500,000 lb"
68911-59-1,68911591,"50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","100,000,000 - 250,000,000 lb"
68911-69-3,68911693,Withheld,Withheld,Withheld,Withheld
68911-77-3,68911773,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
68911-79-5,68911795,Withheld,Withheld,Withheld,Withheld
68911-83-1,68911831,Withheld,Withheld,Withheld,Withheld
68912-13-0,68912130,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
6891-44-7,6891447,Withheld,Withheld,Withheld,Withheld
68914-55-6,68914556,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68915-31-1,68915311,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68915-38-8,68915388,Withheld,Withheld,Withheld,Withheld
68915-96-8,68915968,"10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb"
68915-97-9,68915979,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68916-04-1,68916041,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68916-76-7,68916767,"< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
68917-18-0,68917180,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
