CAS NUMBER,CATEGORY CODE,CATEGORY NAME,CHEMICAL NAME,CHEMICAL TYPE,SOURCE
10042-76-9,N511,NITRATE COMPOUNDS,Strontium nitrate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13470-05-8,N511,NITRATE COMPOUNDS,"Strontium nitrate, tetrahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13451-19-9,N511,NITRATE COMPOUNDS,"Terbium (III) nitrate, hexahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13823-29-5,N511,NITRATE COMPOUNDS,Thorium (IV) nitrate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13470-07-0,N511,NITRATE COMPOUNDS,"Thorium (IV) nitrate, tetrahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13494-98-9,N511,NITRATE COMPOUNDS,"Yttrium (III) nitrate, hexahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13773-69-8,N511,NITRATE COMPOUNDS,"Yttrium (III) nitrate, tetrahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
131446-84-9,N511,NITRATE COMPOUNDS,"Zinc nitrate, trihydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
10196-18-6,N511,NITRATE COMPOUNDS,"Zinc nitrate, hexahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
13986-27-1,N511,NITRATE COMPOUNDS,"Zirconium (IV) nitrate, pentahydrate",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:nitrate_3
81-81-2,N874,WARFARIN AND SALTS,Warfarin,Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
129-06-6,N874,WARFARIN AND SALTS,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, sodium salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
2084-55-1,N874,WARFARIN AND SALTS,"Coumarin, 3-(?-acetonylbenzyl)-4-hydroxy-, calcium salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
2084-56-2,N874,WARFARIN AND SALTS,"Coumarin, 3-(?-acetonylbenzyl)-4-hydroxy-, magnesium salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
2610-86-8,N874,WARFARIN AND SALTS,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, potassium salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
2784-36-3,N874,WARFARIN AND SALTS,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, lithium salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
5543-79-3,N874,WARFARIN AND SALTS,"2H-1-benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, sodium salt, (S)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
36508-91-5,N874,WARFARIN AND SALTS,"2H-1Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, sodium salt, (R)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
51821-81-9,N874,WARFARIN AND SALTS,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, sodium salt, (�)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
67523-2,N874,WARFARIN AND SALTS,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(3-oxo-1-phenylbutyl)-, thallium(1+) salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:warfarin_2
1746-01-06,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
40321-76-4,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,7,8- Pentachlorodibenzo-p-dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
39227-28-6,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,7,8-Hexachlorodibenzo-p- dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57653-85-7,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,6,7,8-Hexachlorodibenzo-p- dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
19408-74-3,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,7,8,9-Hexachlorodibenzo-p- dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
35822-46-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,6,7,8-Heptachlorodibenzo-p- dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
3268-87-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p- dioxin",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
51207-31-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"2,3,7,8-Tetrachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57117-41-6,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,7,8-Pentachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57117-31-4,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"2,3,4,7,8-Pentachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
70648-26-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,7,8-Hexachlorod-benzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57117-44-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,6,7,8-Hexachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
72918-21-9,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,7,8,9-Hexachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
60851-34-5,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"2,3,4,6,7,8-Hexachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
67562-39-4,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
55673-89-7,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
39001-02-0,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
38661-72-2,N120,DIISOCYANATES,"1,3-Bis(methylisocyanate)cyclohexane",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
10347-54-3,N120,DIISOCYANATES,"1,4-Bis(methylisocyanate)cyclohexane",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
2556-36-7,N120,DIISOCYANATES,"1,4-Cyclohexane diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
134190-37-7,N120,DIISOCYANATES,Diethyldiisocyanatobenzene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
4128-73-8,N120,DIISOCYANATES,"4,4'-Diisocyanatodiphenyl ether",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
75790-87-3,N120,DIISOCYANATES,"2,4'-Diisocyanatodiphenyl sulfide",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
91-93-0,N120,DIISOCYANATES,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
91-97-4,N120,DIISOCYANATES,"3,3'-Dimethyl-4,4'-diphenylenediisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
139-25-3,N120,DIISOCYANATES,"3,3'-Dimethyldiphenylmethane-4,4'- diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
822-06-0,N120,DIISOCYANATES,"Hexamethylene-1,6-diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
4098-71-9,N120,DIISOCYANATES,Isophorone diisocyanate,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
75790-84-0,N120,DIISOCYANATES,"4-Methyldiphenylmethane-3,4- diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
5124-30-1,N120,DIISOCYANATES,"1,1-Methylenebis(4-isocyanatocyclohexane)",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
101-68-8,N120,DIISOCYANATES,Methylenebis(phenylisocyanate) (MDI),Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
3173-72-6,N120,DIISOCYANATES,"1,5-Naphthalene diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
123-61-5,N120,DIISOCYANATES,"1,3-Phenylene diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
104-49-4,N120,DIISOCYANATES,"1,4-Phenylene diisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
9016-87-9,N120,DIISOCYANATES,Polymeric diphenylmethane diisocyanate,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
16938-22-0,N120,DIISOCYANATES,"2,2,4-Trimethylhexamethylenediisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
15646-96-5,N120,DIISOCYANATES,"2,4,4-Trimethylhexamethylenediisocyanate",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
56-55-3,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benz(a)anthracene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
205-99-2,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benzo(b)fluoranthene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
205-82-3,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benzo(j)fluoranthene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
207-08-9,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benzo(k)fluoranthene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
206-44-0,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Benzo(j,k)fluorene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
189-55-9,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Benzo(r,s,t)pentaphene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
218-01-9,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benzo(a)phenanthrene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
50-32-8,N590,POLYCYCLIC AROMATIC COMPOUNDS,Benzo(a)pyrene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
226-36-8,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenz(a,h)acridine",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
224-42-0,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenz(a,j)acridine",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
53-70-3,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenzo(a,h)anthracene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
194-59-2,N590,POLYCYCLIC AROMATIC COMPOUNDS,"7H-Dibenzo(c,g)carbazole",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
5385-75-1,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenzo(a,e)fluoranthene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
192-65-4,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenzo(a,e)pyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
189-64-0,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenzo(a,h)pyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
191-30-0,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Dibenzo(a,l)pyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57-97-6,N590,POLYCYCLIC AROMATIC COMPOUNDS,"7,12-Dimethylbenz(a)-anthracene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
42397-64-8,N590,POLYCYCLIC AROMATIC COMPOUNDS,"1,6-Dinitropyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
42397-65-9,N590,POLYCYCLIC AROMATIC COMPOUNDS,"1,8-Dinitropyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
193-39-5,N590,POLYCYCLIC AROMATIC COMPOUNDS,"Indeno(1,2,3-cd)pyrene",Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
56-49-5,N590,POLYCYCLIC AROMATIC COMPOUNDS,3-Methylcholanthrene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
3697-24-3,N590,POLYCYCLIC AROMATIC COMPOUNDS,5-Methylchrysene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
7496-02-08,N590,POLYCYCLIC AROMATIC COMPOUNDS,6-Nitrochrysene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
5522-43-0,N590,POLYCYCLIC AROMATIC COMPOUNDS,1-Nitropyrene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
57835-92-4,N590,POLYCYCLIC AROMATIC COMPOUNDS,4-Nitropyrene,Organic,https://www.epa.gov/sites/production/files/2019-03/documents/ry_2018_tri_chemical_list.pdf
105730-37-8,N746,STRYCHNINE AND SALTS,19-Methyl-10-oxostrychnidin-19-ium,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
1421-86-9,N746,STRYCHNINE AND SALTS,Strychnidin-10-one--hydrogen chloride (1/1),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
52748-69-3,N746,STRYCHNINE AND SALTS,Strychnidin-10-one--hydrogen iodide (1/1),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
10103-26-1,N746,STRYCHNINE AND SALTS,Phosphonous acid--strychnidin-10-one (1/1),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
6158-12-9,N746,STRYCHNINE AND SALTS,Phosphonous acid--strychnidin-10-one--water (1/1/2),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
66-32-0,N746,STRYCHNINE AND SALTS,Nitric acid--strychnidin-10-one (1/1),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
6101-09-3,N746,STRYCHNINE AND SALTS,Phosphoric acid--strychnidin-10-one--water (1/1/2),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
31097-73-1,N746,STRYCHNINE AND SALTS,16-Hydroxy-19-methyl-10-oxostrychnidin-19-ium,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
10476-82-1,N746,STRYCHNINE AND SALTS,Arsenic acid - strychnidin-10-one (1:1),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
60-41-3,N746,STRYCHNINE AND SALTS,Sulfuric acid--strychnidin-10-one (1/2),Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
96446-19-4,N746,STRYCHNINE AND SALTS,Bis(19-ethyl-10-oxostrychnidin-19-ium) sulfate,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
25998-70-3,N746,STRYCHNINE AND SALTS,(11Z)-11-Benzylidenestrychnidin-10-one,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
357-57-3,N746,STRYCHNINE AND SALTS,"2,3-Dimethoxystrychnidin-10-one",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
5892-11-5,N746,STRYCHNINE AND SALTS,"2,3-Dimethoxystrychnidin-10-one--water (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
5786-96-9,N746,STRYCHNINE AND SALTS,"2,3-Dimethoxystrychnidin-10-one hydrochloride (1:1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
466-86-4,N746,STRYCHNINE AND SALTS,"9,10-Secostrychnidin-10-oic acid, (12alpha)-",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
5786-97-0,N746,STRYCHNINE AND SALTS,"Nitric acid--2,3-dimethoxystrychnidin-10-one (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
15006-14-1,N746,STRYCHNINE AND SALTS,"21,22-Dihydrostrychnidin-10-one",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
125-15-5,N746,STRYCHNINE AND SALTS,"(4aR,6aS,12aS,12bR,12cS)-10-Hydroxy-15-methyl-4a,5,12,12a,12b,12c-hexahydro-11H-6a,4-(ethanoiminomethano)-1-oxa-10b-azacyclohepta[1,2,3-cd]fluoranthene-6,11(2H)-dione",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
1323-31-5,N746,STRYCHNINE AND SALTS,"2,3-Dihydroxypropyl dihydrogen phosphate--(8alpha)-strychnidin-10-one (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
17140-57-7,N746,STRYCHNINE AND SALTS,"2,3-Dihydroxypropyl dihydrogen phosphate--strychnidin-10-one (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
5329-54-4,N746,STRYCHNINE AND SALTS,"2,3-Dimethoxystrychnidin-10-one--heptonic acid (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
34403-85-5,N746,STRYCHNINE AND SALTS,"6a-(2-Bromoethyl)-8,9-dimethoxy-13-(phenylacetyl)-4a,5,6,6a,12,12a,12b,12c-octahydro-6,4-(epiminomethano)-1-oxa-10b-azacyclohepta[1,2,3-cd]fluoranthen-11(2H)-one",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
4845-99-2,N746,STRYCHNINE AND SALTS,"Sulfuric acid--2,3-dimethoxystrychnidin-10-one (1/2)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
652154-10-4,N746,STRYCHNINE AND SALTS,"Sulfuric acid--2,3-dimethoxystrychnidin-10-one--water (1/2/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
467-16-3,N746,STRYCHNINE AND SALTS,"(14Z)-14-(2-Hydroxyethylidene)-2,3,10,12,13,13a-hexahydro-9H,11bH-1,12-ethanopyrido[1,2,3-lm]pyrrolo[2,3-d]carbazol-9-one",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
62835-85-2,N746,STRYCHNINE AND SALTS,(19Z)-1-Acetylcur-19-en-17-al,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
7505-32-0,N746,STRYCHNINE AND SALTS,"N-Formylvaline--2,3-dimethoxystrychnidin-10-one (1/1)",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
68727-53-7,N746,STRYCHNINE AND SALTS,"1-[(12Z)-12-Ethylidene-6-[(14Z)-14-ethylidene-2,3,11a,12,13,13a-hexahydro-9H,11H,11bH-1,12-ethano[1,3]oxazino[3,4,5-lm]pyrrolo[2,3-d]carbazol-9-yl]-1,2,4,5,6,6a-hexahydro-3,5-ethanopyrrolo[2,3-d]carbazol-7(3aH)-yl]ethan-1-one",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023600#similar-molecules
109-39-7,N230,CERTAIN GLYCOL ETHERS,"9-Octadecenoic acid (Z)-, 2-butoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
110-71-4,N230,CERTAIN GLYCOL ETHERS,"Ethane, 1,2-dimethoxy-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
111-15-9,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-ethoxy-, acetate",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
111-76-2,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-butoxy-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
111-77-3,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(2-methoxyethoxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
111-90-0,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(2-ethoxyethoxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
111-96-6,N230,CERTAIN GLYCOL ETHERS,"Ethane, 1,1'-oxybis[2-methoxy-]",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-07-2,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-butoxy-, acetate",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-25-4,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(hexyloxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-34-5,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(2-butoxyethoxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-35-6,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-36-7,N230,CERTAIN GLYCOL ETHERS,"Ethane, 1,1'-oxybis[2-ethoxy-]",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-49-2,N230,CERTAIN GLYCOL ETHERS,"2,5,8,11-Tetraoxadodecane",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-50-5,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-(2-ethoxyethoxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
112-59-4,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-(hexyloxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
122-99-6,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-phenoxy-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
143-22-6,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-(2-butoxyethoxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
1002-67-1,N230,CERTAIN GLYCOL ETHERS,"Ethane, 1-ethoxy-2-(2-methoxyethoxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
2370-63-0,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-methyl-, 2-ethoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
2807-30-9,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-propoxy-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
6807-11-0,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(4-methylphenoxy)-, acetate",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
