SRS INTERNAL TRACKING NUMBER,FOR WHAT IS TRANSFERRED,TIME
154310,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),542
154310,Incineration; thermal destruction other than use as a fuel,1229
154310,Land treatment or application (with any prior treatment and/or stabilization),33
154310,Landfill (with prior treatment and/or stabilization),791
154310,Macro-encapsulation prior to disposal at another site,122
154310,"Metals recovery including retorting, smelting, chemical, etc.",77
154310,Neutralization only,102
154310,Other Disposal,145
154310,Other chemical precipitation with or without pre-treatment,170
154310,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",83
154310,Other treatment that does not include on-site disposal,159
154310,Phase separation,12
154310,Physical treatment only (adsorption / absorption / separation /stripping / dewatering),13
154310,Settling or clarification,2
154310,Sludge treatment and/or dewatering,21
154310,Solvents recovery,45
154310,Stabilization or chemical fixation prior to disposal at another site,444
154310,Stabilization prior to land disposal at another site (encapsulation / stabilization / fixation),260
154310,Surface impoundment that will be closed as a landfill (with prior treatment and/or stabilization meeting LDR treatment standard),1
154328,Absorption,288
154328,Deepwell or underground injection (with or without treatment),53
154328,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),74
154328,Incineration; thermal destruction other than use as a fuel,426
154328,Land treatment or application (with any prior treatment and/or stabilization),4
154328,Landfill (with prior treatment and/or stabilization),186
154328,Macro-encapsulation prior to disposal at another site,61
154328,"Metals recovery including retorting, smelting, chemical, etc.",55
154328,Other Disposal,135
154328,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",108
154328,Other treatment that does not include on-site disposal,65
154484,Chemical reduction with or without precipitation,1
154484,Chemical treatment (reduction / destruction / oxidation /precipitation),2
154484,"Combination of chemical, biological and/or physical treatment",2
154484,Discharge to sewer/POTW or NPDES (storage or transported prior to discharge to POTW or by NPDES),1
154484,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),7
154484,Incineration; thermal destruction other than use as a fuel,136
154484,Landfill (with prior treatment and/or stabilization),8
154484,"Metals recovery including retorting, smelting, chemical, etc.",2
154484,Neutralization only,2
154484,Other chemical precipitation with or without pre-treatment,2
154484,Other treatment that does not include on-site disposal,3
154484,Stabilization or chemical fixation prior to disposal at another site,5
154484,Stabilization prior to land disposal at another site (encapsulation / stabilization / fixation),2
154518,Absorption,30
154518,Adsorption,16
154518,Chemical oxidation,46
154518,Chemical reduction with or without precipitation,7
154518,Chemical treatment (reduction / destruction / oxidation /precipitation),32
154518,"Combination of chemical, biological and/or physical treatment",3
154518,Cyanide destruction with or without precipitation,1
154518,Deepwell or underground injection (with or without treatment),5
154518,Discharge to sewer/POTW or NPDES (storage or transported prior to discharge to POTW or by NPDES),1
154518,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),56
154518,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),30
154518,Incineration; thermal destruction other than use as a fuel,526
154518,Landfill (with prior treatment and/or stabilization),139
154518,Macro-encapsulation prior to disposal at another site,6
154518,"Metals recovery including retorting, smelting, chemical, etc.",3
154518,Neutralization only,57
154518,Other Disposal,19
154518,Other chemical precipitation with or without pre-treatment,2
154518,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",67
154518,Other treatment that does not include on-site disposal,95
154518,Physical treatment only (adsorption / absorption / separation /stripping / dewatering),14
154518,Solvents recovery,2
154518,Stabilization or chemical fixation prior to disposal at another site,2
154518,Stabilization prior to land disposal at another site (encapsulation / stabilization / fixation),1
154518,Surface impoundment that will be closed as a landfill (with prior treatment and/or stabilization meeting LDR treatment standard),1
154559,Absorption,74
154559,Deepwell or underground injection (with or without treatment),13
154559,Incineration; thermal destruction other than use as a fuel,29
154559,Landfill (with prior treatment and/or stabilization),56
154559,Macro-encapsulation prior to disposal at another site,11
154559,Other Disposal,14
154559,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",2
154559,Other treatment that does not include on-site disposal,4
156455,Chemical reduction with or without precipitation,1
156455,Incineration; thermal destruction other than use as a fuel,21
156455,Landfill (with prior treatment and/or stabilization),4
156455,Stabilization or chemical fixation prior to disposal at another site,1
156588,Adsorption,1
156588,Chemical oxidation,22
156588,Chemical treatment (reduction / destruction / oxidation /precipitation),21
156588,Cyanide destruction with or without precipitation,1
156588,Deepwell or underground injection (with or without treatment),1
156588,Energy recovery at this site; used as fuel (includes on-site fuel blending before energy recovery),3
156588,Fuel blending prior to energy recovery at another site (waste generated on-site or received from off-site),2
156588,Incineration; thermal destruction other than use as a fuel,53
156588,Landfill (with prior treatment and/or stabilization),6
156588,Macro-encapsulation prior to disposal at another site,3
156588,Neutralization only,8
156588,Other Disposal,1
156588,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",4
156588,Other treatment that does not include on-site disposal,20
156588,Physical treatment only (adsorption / absorption / separation /stripping / dewatering),1
156588,Stabilization or chemical fixation prior to disposal at another site,1
