PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
"2,3,3',4',5,5',6-Heptachlorobiphenyl",69782918,DTXSID30867845,395.31,7.08,3,,,,386,°C,3,7.94E-10,mol/L,2,7.7E-07,mmHg,3,203,°C,3,,,,,,,,,,,,1.76,g/cm^3,4,,,,116,mW/(m*K),4,,,,5.73E-06,4,10.3,4,,,,,,,,,873000,L/kg,4,6.8E-13,cm3/molecule*sec,4,42.6,days,4,311,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID30867845,07_04_2020
"2,2',3,5-Tetrachlorobiphenyl",70362468,DTXSID00867918,291.98,5.85,3,,,,337,°C,3,5.89E-07,mol/L,2,5.74E-05,mmHg,3,158,°C,3,,,,,,,,,,,,1.41,g/cm^3,4,,,,123,mW/(m*K),4,,,,0.00014,4,8.77,4,,,,,,,,,99300,L/kg,4,8.01E-13,cm3/molecule*sec,4,12.1,days,4,631,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID00867918,07_04_2020
"2,3',4',5'-Tetrachlorobiphenyl",70362480,DTXSID60867919,291.98,5.91,3,,,,343,°C,3,2.18E-07,mol/L,3,4.9E-05,mmHg,3,166,°C,3,,,,,,,,,,,,1.42,g/cm^3,4,,,,123,mW/(m*K),4,,,,8.2E-05,4,8.9,4,,,,,,,,,83700,L/kg,4,7.91E-13,cm3/molecule*sec,4,11.9,days,4,148,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID60867919,07_04_2020
Silver perfluorobutanoate,3794647,DTXSID70880199,320.899,2.5,4,-13,°C,4,,,,0.00173,mol/L,4,5.82,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99E-05,4,3.46,4,,,,,,,5.49,4,47.9,L/kg,4,,,,4.47,days,4,0.0612,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID70880199,07_04_2020
Strychnine arsenate,10476821,DTXSID10883149,476.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID10883149,07_04_2020
"Carbonic acid, lead(2+) salt (1:1)",598630,DTXSID90883460,269.2,-0.521,4,133,°C,4,,,,1.77,mol/L,4,0.0106,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87E-09,4,6.37,4,,,,,,,4.93,4,3.84,L/kg,4,,,,7.58,days,4,0.143,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID90883460,07_04_2020
Lead sulphate,7446142,DTXSID50883502,303.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID50883502,07_04_2020
Silver tetrafluoroborate,14104202,DTXSID40884548,194.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID40884548,07_04_2020
Rubidium nitrate,13126120,DTXSID30884577,147.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID30884577,07_04_2020
Cobaltic acetate,917691,DTXSID70890531,236.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID70890531,07_04_2020
Barium hydroxide,17194002,DTXSID10892155,171.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID10892155,07_04_2020
Chromium hydroxide sulfate (Cr(OH)(SO4)),12336957,DTXSID20892186,165.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID20892186,07_04_2020
Cobalt monosulfide,1317426,DTXSID80892187,90.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID80892187,07_04_2020
Cadmium nitrate tetrahydrate,10022681,DTXSID00892225,308.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID00892225,07_04_2020
Vanadium trioxide,1314347,DTXSID90892259,149.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID90892259,07_04_2020
Antimony pentafluoride,7783702,DTXSID00893075,216.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID00893075,07_04_2020
Cadmium sulfide,1306236,DTXSID30893280,144.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID30893280,07_04_2020
Lead zirconate titanate,12626812,DTXSID00893914,426.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID00893914,07_04_2020
Thallium iodide,7790309,DTXSID10894795,333.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID10894795,07_04_2020
Silver azide,13863882,DTXSID70894852,149.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID70894852,07_04_2020
Chromyl chloride,14977618,DTXSID30894858,154.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID30894858,07_04_2020
Thallium bromide,7789404,DTXSID20894983,286.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID20894983,07_04_2020
Dicobalt octacarbonyl,10210681,DTXSID10895040,341.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID10895040,07_04_2020
Silver acetylide (AgC2H),13092756,DTXSID90897426,132.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID90897426,07_04_2020
"Antimony, compdound with nickel (1:1)",12035528,DTXSID801009934,180.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID801009934,07_04_2020
Nickel telluride (NiTe),12142880,DTXSID001014286,186.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID001014286,07_04_2020
Tetraboron manganese heptaoxide,12228910,DTXSID801014292,210.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID801014292,07_04_2020
Lead vanadium oxide (PbV2O6),10099793,DTXSID801014309,405.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID801014309,07_04_2020
Lead iodide (PbI2),10101630,DTXSID101014310,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID101014310,07_04_2020
Lead oxide (Pb2O3),1314278,DTXSID401014319,462.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID401014319,07_04_2020
"9-Octadecenoic acid (9Z)-, 2-butoxyethyl ester",109397,DTXSID0059370,382.629,,,24.4,°C,3,406,°C,3,4.51E-06,mol/L,3,1.21E-07,mmHg,3,176,°C,3,30.8,dyn/cm,3,1.46,4,117,cm^3,4,46.3,Å^3,4,0.877,g/cm^3,3,428,cm^3,4,157,mW/(m*K),4,10.1,cP,4,5.92E-07,4,11.7,4,,,,,,,,,10300,L/kg,4,4.81E-11,cm3/molecule*sec,4,5.7,days,4,2.35,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0059370,07_04_2020
"Dibenzo[a,i]pyrene",189559,DTXSID9059751,302.376,,,282,°C,2,527,°C,3,2.2E-09,mol/L,3,4.35E-11,mmHg,3,278,°C,3,66.5,dyn/cm,4,1.91,4,108,cm^3,4,42.9,Å^3,4,1.31,g/cm^3,3,230,cm^3,4,,,,,,,4.33E-07,4,11.7,4,,,,,,,2060,3,513000,L/kg,2,4.15E-11,cm3/molecule*sec,4,296,days,2,1.54,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9059751,07_04_2020
"Dibenzo[a,h]pyrene",189640,DTXSID4059752,302.376,,,317,°C,2,527,°C,3,2.2E-09,mol/L,3,4.28E-11,mmHg,3,281,°C,3,66.5,dyn/cm,4,1.91,4,108,cm^3,4,42.9,Å^3,4,1.31,g/cm^3,3,230,cm^3,4,,,,,,,4.33E-07,4,11.7,4,,,,,,,744,3,1270000,L/kg,3,4.15E-11,cm3/molecule*sec,4,306,days,4,1.54,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4059752,07_04_2020
"Dibenzo[a,l]pyrene",191300,DTXSID9059753,302.376,,,162,°C,2,527,°C,3,1.68E-09,mol/L,3,4.14E-11,mmHg,3,281,°C,3,66.5,dyn/cm,4,1.91,4,108,cm^3,4,42.9,Å^3,4,1.31,g/cm^3,3,230,cm^3,4,,,,,,,4.23E-07,4,11.7,4,,,,,,,744,3,2550000,L/kg,3,4.15E-11,cm3/molecule*sec,4,327,days,4,1.54,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9059753,07_04_2020
"7H-Dibenzo[c,g]carbazole",194592,DTXSID9059755,267.331,,,158,°C,2,482,°C,3,2.36E-07,mol/L,2,5.01E-09,mmHg,3,250,°C,3,66.1,dyn/cm,4,1.86,4,92.1,cm^3,4,36.5,Å^3,4,1.31,g/cm^3,3,204,cm^3,4,,,,,,,3.45E-07,4,10.4,4,,,,,,,299,3,1070000,L/kg,2,1.82E-11,cm3/molecule*sec,4,202,days,4,2.19,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9059755,07_04_2020
"Dibenz[a,j]acridine",224420,DTXSID4059758,279.342,,,216,°C,2,482,°C,3,8.4E-08,mol/L,3,1.53E-09,mmHg,3,244,°C,3,54.6,dyn/cm,3,1.82,4,95.7,cm^3,4,37.9,Å^3,4,1.28,g/cm^3,3,219,cm^3,4,128,mW/(m*K),4,,,,4.45E-07,4,11.7,4,,,,,,,275,3,631000,L/kg,3,2.78E-11,cm3/molecule*sec,4,244,days,4,0.917,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4059758,07_04_2020
"Dibenz[a,h]acridine",226368,DTXSID3059761,279.342,,,226,°C,2,482,°C,3,5.69E-07,mol/L,2,1.52E-09,mmHg,3,243,°C,3,54.5,dyn/cm,3,1.82,4,95.7,cm^3,4,37.9,Å^3,4,1.28,g/cm^3,3,219,cm^3,4,128,mW/(m*K),4,,,,4.45E-07,4,11.7,4,,,,,,,104,1,648000,L/kg,3,2.78E-11,cm3/molecule*sec,4,240,days,4,0.724,days,2,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3059761,07_04_2020
HCFC-121,354143,DTXSID6059863,185.83,,,-82.6,°C,2,116,°C,2,0.00336,mol/L,3,25.9,mmHg,3,30.2,°C,3,33.4,dyn/cm,3,1.46,4,30.8,cm^3,4,12.2,Å^3,4,1.59,g/cm^3,3,113,cm^3,4,92.3,mW/(m*K),4,1.06,cP,4,0.00616,4,3.89,4,,,,,,,,,72.7,L/kg,4,3.81E-14,cm3/molecule*sec,4,4.64,days,4,10.9,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6059863,07_04_2020
Mercuric thiocyanate,592858,DTXSID7060469,316.75,0.58,4,,,,,,,,,,4.73,mmHg,4,42.1,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7060469,07_04_2020
"Formic acid, lead(2+) salt",811541,DTXSID2061145,297.2,-0.54,4,,,,,,,,,,36.5,mmHg,4,29.9,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2061145,07_04_2020
Cadmium selenide (CdSe),1306247,DTXSID1061651,191.385,,,215,°C,4,529,°C,4,2.08,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1061651,07_04_2020
Sodium selenide (Na2Se),1313855,DTXSID5061661,124.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5061661,07_04_2020
Lead(II) telluride,1314916,DTXSID5061663,334.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5061663,07_04_2020
"1,4-Cyclohexane diisocyanate",2556367,DTXSID8062521,166.18,,,26.9,°C,3,239,°C,3,0.00198,mol/L,3,0.0291,mmHg,3,106,°C,3,47.6,dyn/cm,4,1.57,4,44.7,cm^3,4,17.7,Å^3,4,1.14,g/cm^3,3,137,cm^3,4,,,,4.23,cP,4,1.06E-06,4,3.97,4,,,,,,,,,25.3,L/kg,4,1.77E-11,cm3/molecule*sec,4,3.68,days,4,6.38,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8062521,07_04_2020
5-Methylchrysene,3697243,DTXSID6063143,242.321,,,118,°C,2,436,°C,3,2.56E-07,mol/L,2,4.73E-08,mmHg,3,216,°C,3,45.7,dyn/cm,3,1.75,4,84.6,cm^3,4,33.5,Å^3,4,1.16,g/cm^3,3,208,cm^3,4,124,mW/(m*K),4,,,,5.01E-06,4,9.82,4,,,,,,,765,3,183000,L/kg,3,2.71E-11,cm3/molecule*sec,4,148,days,4,1.15,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6063143,07_04_2020
"Dibenzo[a,e]fluoranthene",5385751,DTXSID9063821,302.376,,,232,°C,2,527,°C,3,2.19E-09,mol/L,3,1.34E-10,mmHg,3,277,°C,3,66.5,dyn/cm,4,1.91,4,108,cm^3,4,42.9,Å^3,4,1.32,g/cm^3,3,230,cm^3,4,,,,,,,4.27E-07,4,11.7,4,,,,,,,,,184000,L/kg,4,4.16E-11,cm3/molecule*sec,4,321,days,4,1.53,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9063821,07_04_2020
"Butane, 1-[2-(2-methoxyethoxy)ethoxy]-",7382323,DTXSID2064652,176.256,,,-45.2,°C,3,211,°C,3,0.209,mol/L,3,0.174,mmHg,3,82.5,°C,3,27.5,dyn/cm,3,1.41,4,49,cm^3,4,19.4,Å^3,4,0.918,g/cm^3,3,196,cm^3,4,147,mW/(m*K),4,1.15,cP,4,0.000246,4,5.06,4,,,,,,,,,265,L/kg,4,4.13E-11,cm3/molecule*sec,4,4.29,days,4,3.11,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2064652,07_04_2020
Lead(II) phosphate,7446277,DTXSID5064706,811.5,-2.15,4,,,,,,,,,,1.41,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5064706,07_04_2020
"Vanadium chloride (VCl4), (T-4)-",7632511,DTXSID0064757,192.74,,,226,°C,4,548,°C,4,0.0137,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0064757,07_04_2020
Lead(II) chromate,7758976,DTXSID1064792,323.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1064792,07_04_2020
Manganese fluoride (MnF2),7782641,DTXSID7064811,92.935,,,856,°C,1,483,°C,4,0.85,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7064811,07_04_2020
Selenic acid,7783086,DTXSID2064818,144.983,,,245,°C,4,576,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2064818,07_04_2020
Mercuric sulfate,7783359,DTXSID7064819,296.65,-1.03,4,,,,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7064819,07_04_2020
Mercury fluoride (HgF2),7783393,DTXSID6064820,238.59,,,645,°C,1,502,°C,4,0.293,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6064820,07_04_2020
Ammonium chromate,7788989,DTXSID3064857,152.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3064857,07_04_2020
Potassium chromate(VI),7789006,DTXSID8064858,194.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8064858,07_04_2020
Cesium nitrate,7789186,DTXSID2064860,194.909,-0.129,4,414,°C,1,,,,,,,49.8,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2064860,07_04_2020
Mercury bromide (HgBr2),7789471,DTXSID2064864,360.4,,,236,°C,1,324,°C,1,0.0078,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2064864,07_04_2020
Antimony tribromide,7789619,DTXSID6064870,361.472,,,96.6,°C,1,280,°C,1,0.000329,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6064870,07_04_2020
Cobalt(II) nitrate,10141056,DTXSID9064970,182.941,-0.129,4,,,,,,,,,,49.8,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9064970,07_04_2020
"1,4-Bis(isocyanatomethyl)cyclohexane",10347543,DTXSID2065046,194.234,,,17.9,°C,3,274,°C,3,0.000209,mol/L,3,0.00199,mmHg,3,126,°C,3,44.5,dyn/cm,4,1.55,4,53.9,cm^3,4,21.4,Å^3,4,1.1,g/cm^3,3,169,cm^3,4,,,,4.68,cP,4,1.01E-06,4,4.44,4,,,,,,,,,56,L/kg,4,1.2E-11,cm3/molecule*sec,4,4.99,days,4,0.324,days,4,"Level 3: Programmatically curated from high quality EPA source, unique chemical identifiers have no conflicts in ChemID and PubChem",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2065046,07_04_2020
