PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
Ethylene glycol,107211,DTXSID8020597,62.068,,,-13,°C,1,197,°C,1,16.1,mol/L,2,0.092,mmHg,2,85.8,°C,3,38.2,dyn/cm,3,1.42,4,14.4,cm^3,4,5.7,Å^3,4,1.06,g/cm^3,3,56.6,cm^3,4,201,mW/(m*K),4,7.91,cP,4,6E-08,2,6.65,4,14,2,,,,,0.3,1,2.91,L/kg,3,7.7E-12,cm3/molecule*sec,2,7.57,days,4,0.0768,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8020597,07_04_2020
Ethylene oxide,75218,DTXSID0020600,44.053,,,-112,°C,1,10.6,°C,1,22.7,mol/L,2,1310,mmHg,2,-16.8,°C,3,29.8,dyn/cm,3,1.4,4,10.8,cm^3,4,4.29,Å^3,4,0.982,g/cm^3,3,44.3,cm^3,4,,,,0.296,cP,4,0.000148,2,2.08,4,,,,,,,1.51,3,3.87,L/kg,3,7.6E-14,cm3/molecule*sec,2,7.58,days,4,0.195,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0020600,07_04_2020
Bis(2-ethylhexyl)hexanedioate,103231,DTXSID0020606,370.574,7.42,3,-67,°C,1,167,°C,1,2.1E-06,mol/L,2,8.5E-07,mmHg,2,175,°C,3,31,dyn/cm,3,1.45,4,107,cm^3,4,42.6,Å^3,4,0.909,g/cm^3,3,399,cm^3,4,,,,12.6,cP,4,4.34E-07,2,10.9,4,,,,,6.18,4,,,15500,L/kg,2,1.2E-11,cm3/molecule*sec,4,5.7,days,4,1.67,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0020606,07_04_2020
Di(2-ethylhexyl) phthalate,117817,DTXSID5020607,390.564,,,-55,°C,1,307,°C,1,1.08E-07,mol/L,2,1.42E-07,mmHg,2,207,°C,3,33.2,dyn/cm,3,1.49,4,115,cm^3,4,45.4,Å^3,4,0.97,g/cm^3,3,397,cm^3,4,138,mW/(m*K),4,31.5,cP,4,2.6E-07,4,11.7,4,,,,,,,277,1,87100,L/kg,2,2.03E-11,cm3/molecule*sec,4,4.82,days,4,2.75,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5020607,07_04_2020
Fenthion,55389,DTXSID8020620,278.32,,,7,°C,1,87,°C,2,2.69E-05,mol/L,2,1.05E-05,mmHg,2,156,°C,3,48.8,dyn/cm,4,1.56,4,72.2,cm^3,4,28.6,Å^3,4,1.23,g/cm^3,3,222,cm^3,4,,,,,,,1.06E-06,4,9.43,4,,,,,,,165,1,1510,L/kg,2,1.7E-11,cm3/molecule*sec,4,4.47,days,4,0.437,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8020620,07_04_2020
Formaldehyde,50000,DTXSID7020637,30.026,,,-92.1,°C,1,-20.1,°C,1,13.2,mol/L,2,2340,mmHg,3,-46.7,°C,3,17.3,dyn/cm,3,1.24,4,6.54,cm^3,4,2.59,Å^3,4,0.773,g/cm^3,3,43.8,cm^3,4,165,mW/(m*K),4,0.254,cP,4,3.37E-07,2,1.21,4,,,1.15,2,,,1.39,3,5.23,L/kg,3,9.37E-12,cm3/molecule*sec,2,12.9,days,4,0.225,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7020637,07_04_2020
"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",319846,DTXSID2020684,290.81,,,113,°C,1,288,°C,3,9.42E-06,mol/L,2,4.2E-05,mmHg,2,145,°C,3,41.1,dyn/cm,3,1.53,4,56.6,cm^3,4,22.5,Å^3,4,1.59,g/cm^3,3,183,cm^3,4,90.6,mW/(m*K),4,10.3,cP,4,3.18E-06,2,8.29,2,,,,,,,2050,1,1480,L/kg,2,1.65E-13,cm3/molecule*sec,2,18.5,days,4,31.1,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2020684,07_04_2020
Lindane,58899,DTXSID2020686,290.81,,,113,°C,1,288,°C,3,9.42E-06,mol/L,2,4.2E-05,mmHg,2,145,°C,3,41.1,dyn/cm,3,1.53,4,56.6,cm^3,4,22.5,Å^3,4,1.59,g/cm^3,3,183,cm^3,4,90.6,mW/(m*K),4,10.3,cP,4,3.18E-06,2,8.29,2,,,,,,,387,1,1480,L/kg,2,1.65E-13,cm3/molecule*sec,2,18.5,days,4,31.1,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2020686,07_04_2020
Hexamethylphosphoramide,680319,DTXSID6020694,179.204,,,7.1,°C,1,233,°C,1,5.58,mol/L,2,0.046,mmHg,2,95.9,°C,3,34.4,dyn/cm,4,1.46,4,47.9,cm^3,4,19,Å^3,4,1.05,g/cm^3,3,173,cm^3,4,,,,3.61,cP,4,0.000886,4,4.43,4,,,,,,,0.7,1,48.4,L/kg,3,3.56E-11,cm3/molecule*sec,4,8.83,days,4,0.104,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6020694,07_04_2020
Hydrazine,302012,DTXSID3020702,32.046,,,2.11,°C,1,113,°C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3020702,07_04_2020
Lead(II) acetate,301042,DTXSID6020773,327.3,-0.285,4,,,,,,,,,,13.9,mmHg,4,40,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6020773,07_04_2020
Malathion,121755,DTXSID4020791,330.35,,,2.8,°C,1,60,°C,2,0.000433,mol/L,2,3.38E-06,mmHg,2,181,°C,3,47.2,dyn/cm,4,1.51,4,77.5,cm^3,4,30.7,Å^3,4,1.27,g/cm^3,3,260,cm^3,4,,,,,,,4.89E-09,2,9.61,4,,,,,,,10,1,229,L/kg,2,7.74E-12,cm3/molecule*sec,4,25.1,days,4,1.95,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4020791,07_04_2020
Maneb,12427382,DTXSID9020794,265.28,1.08,3,,,,335,°C,3,0.286,mol/L,3,0.000362,mmHg,3,140,°C,4,76.2,dyn/cm,4,1.7,4,58.1,cm^3,4,23,Å^3,4,1.41,g/cm^3,4,150,cm^3,4,,,,,,,6.56E-11,4,7.94,4,,,,,,,,,240,L/kg,2,3.29E-11,cm3/molecule*sec,4,17.9,days,4,0.118,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9020794,07_04_2020
Melamine,108781,DTXSID6020802,126.123,,,350,°C,1,330,°C,3,0.0256,mol/L,2,3.59E-10,mmHg,2,291,°C,3,153,dyn/cm,4,1.83,4,33.2,cm^3,4,13.2,Å^3,4,1.6,g/cm^3,3,75.9,cm^3,4,,,,,,,9.6E-09,4,8.32,4,,,5.06,2,,,3.8,2,31.1,L/kg,3,1.86E-11,cm3/molecule*sec,4,4.53,days,4,0.145,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6020802,07_04_2020
2-Mercaptobenzothiazole,149304,DTXSID1020807,167.24,,,180,°C,1,281,°C,3,0.000658,mol/L,2,0.0102,mmHg,3,121,°C,3,64.5,dyn/cm,4,1.76,4,48.7,cm^3,4,19.3,Å^3,4,1.35,g/cm^3,3,119,cm^3,4,,,,7.33,cP,4,2.33E-06,4,5.68,4,,,,,,,,,178,L/kg,2,2.63E-11,cm3/molecule*sec,4,14.7,days,4,0.111,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020807,07_04_2020
Methoxychlor,72435,DTXSID9020827,345.64,,,87,°C,1,346,°C,2,2.89E-07,mol/L,2,1.32E-06,mmHg,3,174,°C,3,41.4,dyn/cm,4,1.57,4,88.1,cm^3,4,34.9,Å^3,4,1.34,g/cm^3,3,268,cm^3,4,134,mW/(m*K),4,15.6,cP,4,2.03E-07,2,9.17,4,,,,,,,213,1,79400,L/kg,2,1.64E-11,cm3/molecule*sec,4,5.06,days,4,28.2,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9020827,07_04_2020
"4,4'-Methylenebis(2-chloroaniline)",101144,DTXSID5020865,267.15,,,109,°C,1,293,°C,1,5.2E-05,mol/L,2,1.01E-07,mmHg,3,217,°C,3,56.8,dyn/cm,4,1.67,4,73.8,cm^3,4,29.3,Å^3,4,1.35,g/cm^3,3,197,cm^3,4,,,,17.5,cP,4,4.11E-08,4,9.15,4,,,,,,,174,2,2060,L/kg,3,1.42E-11,cm3/molecule*sec,4,31.9,days,4,0.708,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5020865,07_04_2020
Nickel,7440020,DTXSID2020925,58.693,,,1450,°C,2,2780,°C,1,7.18,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2020925,07_04_2020
C.I. Solvent Yellow 14,842079,DTXSID4021135,248.285,4.03,3,,,,368,°C,3,1.17E-05,mol/L,3,1.07E-08,mmHg,3,263,°C,3,,,,,,,,,,,,1.17,g/cm^3,4,,,,,,,,,,7.16E-07,4,10,4,,,,,,,,,3870,L/kg,4,1.31E-11,cm3/molecule*sec,4,24.2,days,4,0.144,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4021135,07_04_2020
2-Phenylphenol,90437,DTXSID2021151,170.211,,,57,°C,1,282,°C,1,0.00411,mol/L,2,0.002,mmHg,2,134,°C,3,44.3,dyn/cm,3,1.6,4,52.7,cm^3,4,20.9,Å^3,4,1.13,g/cm^3,3,153,cm^3,4,135,mW/(m*K),4,,,,9.58E-08,4,9.2,4,9.99,2,,,,,50.8,3,2020,L/kg,3,8.42E-11,cm3/molecule*sec,4,22.5,days,4,0.107,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021151,07_04_2020
Picloram,1918021,DTXSID1021160,241.45,,,209,°C,1,346,°C,3,0.00178,mol/L,2,7.21E-11,mmHg,2,201,°C,3,78.6,dyn/cm,4,1.68,4,50.2,cm^3,4,19.9,Å^3,4,1.75,g/cm^3,3,133,cm^3,4,,,,,,,1.4E-09,4,8.15,4,,,,,,,0.13,1,20,L/kg,2,8.15E-12,cm3/molecule*sec,4,4.08,days,4,0.293,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021160,07_04_2020
beta-Propiolactone,57578,DTXSID8021197,72.063,,,-33.7,°C,1,162,°C,1,5.13,mol/L,2,3.38,mmHg,3,42.9,°C,3,38.7,dyn/cm,4,1.45,4,15.6,cm^3,4,6.17,Å^3,4,1.17,g/cm^3,3,58.5,cm^3,4,,,,0.653,cP,4,2.98E-08,4,3.18,4,,,,,,,1.18,3,5.27,L/kg,3,5.05E-13,cm3/molecule*sec,4,3.67,days,4,0.0966,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8021197,07_04_2020
"1,2-Propylene oxide",75569,DTXSID5021207,58.08,,,-112,°C,2,34.5,°C,1,10.2,mol/L,2,538,mmHg,2,-18.5,°C,3,26,dyn/cm,3,1.4,4,15.5,cm^3,4,6.16,Å^3,4,0.919,g/cm^3,3,64.3,cm^3,4,,,,0.367,cP,4,0.000139,4,2.21,4,,,,,,,1.96,3,5.02,L/kg,3,5.2E-13,cm3/molecule*sec,2,4.11,days,4,0.183,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5021207,07_04_2020
Rhodamine 6G,989388,DTXSID1021243,479.02,3.25,3,,,,365,°C,3,7.49E-07,mol/L,3,5.18E-10,mmHg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96E-09,4,9.43,4,,,,,,,1890,3,34700,L/kg,3,2.48E-11,cm3/molecule*sec,4,13,days,4,0.272,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021243,07_04_2020
Saccharin,81072,DTXSID5021251,183.18,0.91,2,229,°C,1,284,°C,3,0.0218,mol/L,2,1.95E-06,mmHg,3,170,°C,4,43,dyn/cm,3,1.63,4,41.9,cm^3,4,16.6,Å^3,4,1.47,g/cm^3,3,118,cm^3,4,,,,1.55,cP,4,2.21E-09,4,8.48,4,1.76,2,,,1.68,4,,,25.6,L/kg,3,2.43E-12,cm3/molecule*sec,4,4.93,days,4,0.102,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5021251,07_04_2020
Selenium,7782492,DTXSID9021261,78.971,,,194,°C,4,685,°C,2,1.03,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9021261,07_04_2020
Selenium dioxide,7446084,DTXSID4021264,110.969,,,345,°C,1,474,°C,4,4.43,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4021264,07_04_2020
Sodium dichromate,10588019,DTXSID8021274,261.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8021274,07_04_2020
Styrene,100425,DTXSID2021284,104.152,,,-31,°C,1,145,°C,1,0.00298,mol/L,2,6.4,mmHg,2,37.8,°C,3,30.6,dyn/cm,3,1.56,4,37.2,cm^3,4,14.7,Å^3,4,0.906,g/cm^3,3,115,cm^3,4,,,,0.8,cP,4,0.00275,2,3.78,4,,,,,,,13.5,2,912,L/kg,2,5.8E-11,cm3/molecule*sec,2,7.99,days,4,0.341,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021284,07_04_2020
Styrene oxide,96093,DTXSID2021286,120.151,,,-37,°C,1,194,°C,1,0.025,mol/L,2,0.3,mmHg,2,72.7,°C,3,38.1,dyn/cm,3,1.56,4,35.3,cm^3,4,14,Å^3,4,1.11,g/cm^3,3,108,cm^3,4,,,,1.35,cP,4,9.84E-06,4,4.56,4,,,,,,,14,3,50.7,L/kg,3,2.7E-11,cm3/molecule*sec,4,5.41,days,4,0.633,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021286,07_04_2020
Tetrachloroethylene,127184,DTXSID2021319,165.82,,,-22,°C,1,121,°C,1,0.00121,mol/L,2,18.5,mmHg,2,31.2,°C,3,35.6,dyn/cm,4,1.52,4,30.5,cm^3,4,12.1,Å^3,4,1.58,g/cm^3,3,100,cm^3,4,102,mW/(m*K),4,0.716,cP,4,0.0177,2,3.48,2,,,,,,,50.7,1,251,L/kg,2,1.67E-13,cm3/molecule*sec,2,21.4,days,4,0.132,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021319,07_04_2020
Tetrachlorovinphos,961115,DTXSID1021320,365.95,,,96.3,°C,2,379,°C,3,3.01E-05,mol/L,2,4.2E-08,mmHg,2,281,°C,3,46.2,dyn/cm,4,1.55,4,77.1,cm^3,4,30.5,Å^3,4,1.52,g/cm^3,3,241,cm^3,4,,,,15.1,cP,4,6.3E-09,4,9.68,4,,,,,,,40.7,2,1020,L/kg,2,1.8E-11,cm3/molecule*sec,4,3.82,days,4,0.0955,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021320,07_04_2020
Tetrafluoroethylene,116143,DTXSID6021325,100.016,,,-143,°C,1,-76.1,°C,1,0.00158,mol/L,2,24500,mmHg,2,-58,°C,3,8.14,dyn/cm,4,1.24,4,11.7,cm^3,4,4.64,Å^3,4,1.25,g/cm^3,3,76.6,cm^3,4,,,,,,,0.000162,4,1.01,4,,,,,,,,,52.6,L/kg,4,2.64E-12,cm3/molecule*sec,4,12.9,days,4,0.0961,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6021325,07_04_2020
Thiram,137268,DTXSID5021332,240.42,,,155,°C,1,129,°C,1,0.00451,mol/L,3,1.73E-05,mmHg,2,136,°C,3,67.9,dyn/cm,4,1.68,4,67.9,cm^3,4,26.9,Å^3,4,1.32,g/cm^3,3,180,cm^3,4,,,,,,,2.01E-09,4,7.4,4,,,,,,,3.39,2,676,L/kg,2,2.38E-11,cm3/molecule*sec,4,91,days,4,0.0661,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5021332,07_04_2020
Thiosemicarbazide,79196,DTXSID9021346,91.13,,,183,°C,1,203,°C,3,0.11,mol/L,2,0.0127,mmHg,3,83.2,°C,3,91.1,dyn/cm,4,1.67,4,24.6,cm^3,4,9.77,Å^3,4,1.35,g/cm^3,3,66.2,cm^3,4,,,,,,,5.15E-09,4,6.12,4,,,,,,,,,6.88,L/kg,4,3.75E-11,cm3/molecule*sec,4,9.09,days,4,0.14,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9021346,07_04_2020
"1,1,2-Trichloro-1,2,2-trifluoroethane",76131,DTXSID6021377,187.37,,,-35,°C,1,47.8,°C,1,0.000907,mol/L,2,362,mmHg,2,5.45,°C,3,27.1,dyn/cm,3,1.39,4,26.3,cm^3,4,10.4,Å^3,4,1.6,g/cm^3,3,112,cm^3,4,77.1,mW/(m*K),4,0.518,cP,4,0.0828,4,2.82,4,,,,,,,50.1,2,312,L/kg,3,5.1E-16,cm3/molecule*sec,4,4.68,days,4,12.2,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6021377,07_04_2020
"2,4,6-Trichlorophenol",88062,DTXSID5021386,197.44,,,66.5,°C,1,246,°C,1,0.00405,mol/L,2,0.008,mmHg,2,97.5,°C,3,43.9,dyn/cm,3,1.61,4,42.8,cm^3,4,17,Å^3,4,1.54,g/cm^3,3,124,cm^3,4,130,mW/(m*K),4,6.61,cP,4,1.32E-06,4,7,4,,,,,,,260,1,1070,L/kg,2,3.92E-12,cm3/molecule*sec,4,13.4,days,4,0.269,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5021386,07_04_2020
Trinitroglycerin,55630,DTXSID1021407,227.085,,,13.5,°C,1,153,°C,1,0.00608,mol/L,2,0.0004,mmHg,2,126,°C,3,55,dyn/cm,3,1.49,4,39.2,cm^3,4,15.5,Å^3,4,1.64,g/cm^3,3,136,cm^3,4,,,,4.27,cP,4,1.65E-06,4,4.82,4,,,,,,,8,1,150,L/kg,3,3.91E-13,cm3/molecule*sec,4,4.46,days,4,1.1,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021407,07_04_2020
Triphenyltin hydroxide,76879,DTXSID1021409,367.035,,,131,°C,4,409,°C,4,1.29E-05,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021409,07_04_2020
Xylenes,1330207,DTXSID2021446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021446,07_04_2020
Zineb,12122677,DTXSID5021465,275.73,1.08,3,,,,335,°C,3,0.286,mol/L,3,0.000362,mmHg,3,140,°C,4,76.2,dyn/cm,4,1.7,4,58.1,cm^3,4,23,Å^3,4,1.41,g/cm^3,4,150,cm^3,4,,,,,,,6.56E-11,4,7.94,4,,,,,,,,,1000,L/kg,2,3.29E-11,cm3/molecule*sec,4,17.9,days,4,0.118,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5021465,07_04_2020
Dibutyl phthalate,84742,DTXSID2021781,278.348,4.5,2,-35,°C,1,340,°C,1,4.02E-05,mol/L,2,2.01E-05,mmHg,2,169,°C,3,36.5,dyn/cm,3,1.5,4,77.6,cm^3,4,30.8,Å^3,4,1.05,g/cm^3,3,264,cm^3,4,,,,12.9,cP,4,1.81E-06,2,8.84,4,,,,,159,4,,,1380,L/kg,2,1.44E-11,cm3/molecule*sec,4,4.33,days,4,0.398,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021781,07_04_2020
Quinoline,91225,DTXSID1021798,129.162,,,-15,°C,1,237,°C,1,0.0473,mol/L,2,0.06,mmHg,2,102,°C,3,43.1,dyn/cm,3,1.64,4,42.2,cm^3,4,16.7,Å^3,4,1.1,g/cm^3,3,117,cm^3,4,141,mW/(m*K),4,3.19,cP,4,3.65E-05,4,5.09,4,,,4.89,2,,,1.54,1,1260,L/kg,2,1.16E-11,cm3/molecule*sec,2,13.3,days,4,0.0468,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1021798,07_04_2020
o-Xylene,95476,DTXSID3021807,106.168,,,-25,°C,1,144,°C,1,0.00168,mol/L,2,6.61,mmHg,2,34.7,°C,3,28.9,dyn/cm,3,1.5,4,35.9,cm^3,4,14.2,Å^3,4,0.88,g/cm^3,3,122,cm^3,4,129,mW/(m*K),4,0.826,cP,4,0.00518,2,3.91,2,,,,,,,14.1,2,178,L/kg,2,1.37E-11,cm3/molecule*sec,2,6,days,2,0.499,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3021807,07_04_2020
o-Cresol,95487,DTXSID8021808,108.14,,,31.5,°C,1,191,°C,1,0.239,mol/L,2,0.299,mmHg,2,82.1,°C,3,37.9,dyn/cm,3,1.55,4,33,cm^3,4,13.1,Å^3,4,1.05,g/cm^3,3,104,cm^3,4,148,mW/(m*K),4,5.74,cP,4,1.2E-06,2,5.05,4,10.2,2,,,,,10.7,2,135,L/kg,3,4.2E-11,cm3/molecule*sec,2,5.29,days,4,0.302,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8021808,07_04_2020
Dichlorophen,97234,DTXSID6021824,269.12,4.26,2,174,°C,1,418,°C,2,0.000111,mol/L,2,9.75E-11,mmHg,2,199,°C,3,50.4,dyn/cm,3,1.65,4,69.1,cm^3,4,27.4,Å^3,4,1.41,g/cm^3,3,190,cm^3,4,,,,26.3,cP,4,2.6E-10,4,9.09,4,,,,,123,4,,,6930,L/kg,3,8.97E-12,cm3/molecule*sec,4,12,days,4,0.309,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6021824,07_04_2020
