TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
10049044,E1,Chemical reduction with or without precipitation,L,2
10049044,E1,Chemical reduction with or without precipitation,W,1
10049044,E1,Incineration - thermal destruction other than use as a fuel,A,1
10049044,E1,Neutralization,W,10
10049044,E1,Other Air Emission Treatment,A,1
10049044,E1,Other treatment,A,1
10049044,E1,Other treatment,L,1
10049044,E1,Other treatment,W,14
10049044,E1,Phase separation,W,1
10049044,E1,Scrubber,A,36
10049044,E1,Settling or clarification,W,3
10049044,E2,Chemical oxidation,A,1
10049044,E2,Incineration - thermal destruction other than use as a fuel,A,1
10049044,E2,Scrubber,A,5
10049044,E3,Absorber,A,4
10049044,E3,Adsorption,L,1
10049044,E3,Biological treatment with or without precipitation,A,1
10049044,E3,Biological treatment with or without precipitation,W,1
10049044,E3,Electrostatic Precipitator,A,1
10049044,E3,Incineration - thermal destruction other than use as a fuel,A,5
10049044,E3,Neutralization,W,1
10049044,E3,Other Air Emission Treatment,A,1
10049044,E3,Other treatment,A,1
10049044,E3,Other treatment,W,2
10049044,E3,Scrubber,A,56
10049044,E3,Scrubber,W,1
10049044,E4,Absorber,A,15
10049044,E4,Absorption,L,1
10049044,E4,Biological treatment with or without precipitation,W,3
10049044,E4,Condenser,A,4
10049044,E4,Electrostatic Precipitator,A,3
10049044,E4,Flare,A,3
10049044,E4,Incineration - thermal destruction other than use as a fuel,A,3
10049044,E4,Incineration - thermal destruction other than use as a fuel,S,1
10049044,E4,Neutralization,W,1
10049044,E4,Other Air Emission Treatment,A,1
10049044,E4,Other treatment,A,1
10049044,E4,Other treatment,L,1
10049044,E4,Scrubber,A,87
10049044,E5,Absorber,A,6
10049044,E5,Biological treatment with or without precipitation,A,1
10049044,E5,Biological treatment with or without precipitation,W,2
10049044,E5,Chemical oxidation,W,1
10049044,E5,Chemical reduction with or without precipitation,A,1
10049044,E5,Condenser,A,1
10049044,E5,Flare,A,1
10049044,E5,Incineration - thermal destruction other than use as a fuel,A,2
10049044,E5,Mechanical Separation,A,1
10049044,E5,Neutralization,A,1
10049044,E5,Other Air Emission Treatment,A,1
10049044,E5,Other treatment,A,1
10049044,E5,Scrubber,A,68
10049044,E5,Scrubber,W,1
10049044,E5,Scrubber,X,1
10049044,E6,Absorber,A,3
10049044,E6,Biological treatment with or without precipitation,W,2
10049044,E6,Chemical oxidation,S,1
10049044,E6,Chemical oxidation,W,1
10049044,E6,Flare,A,1
10049044,E6,Incineration - thermal destruction other than use as a fuel,A,1
10049044,E6,Other Air Emission Treatment,A,1
10049044,E6,Other treatment,A,1
10049044,E6,Other treatment,W,2
10049044,E6,Scrubber,A,42
10049044,E6,Settling or clarification,W,1
10061026,E1,Incineration - thermal destruction other than use as a fuel,L,2
10061026,E1,Incineration - thermal destruction other than use as a fuel,S,1
10061026,E2,Biological treatment with or without precipitation,W,1
10061026,E3,Absorber,A,2
10061026,E3,Flare,A,2
10061026,E3,Incineration - thermal destruction other than use as a fuel,A,2
10061026,E3,Incineration - thermal destruction other than use as a fuel,L,2
10061026,E3,Incineration - thermal destruction other than use as a fuel,S,2
10061026,E3,Other Air Emission Treatment,A,1
10061026,E3,Phase separation,W,1
10061026,E4,Biological treatment with or without precipitation,W,2
10061026,E4,Incineration - thermal destruction other than use as a fuel,A,1
10061026,E4,Incineration - thermal destruction other than use as a fuel,L,1
10061026,E5,Absorber,A,2
10061026,E6,Other Air Emission Treatment,A,1
100754,E1,Incineration - thermal destruction other than use as a fuel,A,1
100754,E1,Incineration - thermal destruction other than use as a fuel,L,2
100754,E1,Incineration - thermal destruction other than use as a fuel,S,1
100754,E1,Incineration - thermal destruction other than use as a fuel,W,1
100754,E2,Incineration - thermal destruction other than use as a fuel,S,1
100754,E3,Adsorption,A,1
100754,E3,Incineration - thermal destruction other than use as a fuel,A,1
100754,E3,Incineration - thermal destruction other than use as a fuel,L,3
100754,E3,Incineration - thermal destruction other than use as a fuel,S,4
100754,E4,Incineration - thermal destruction other than use as a fuel,L,1
100754,E4,Scrubber,A,1
100754,E5,Adsorption,A,1
101053,E1,Incineration - thermal destruction other than use as a fuel,L,1
101053,E5,Biological treatment with or without precipitation,W,1
101053,E6,Biological treatment with or without precipitation,S,1
101144,E1,Incineration - thermal destruction other than use as a fuel,L,1
101144,E1,Incineration - thermal destruction other than use as a fuel,S,1
101144,E1,Incineration - thermal destruction other than use as a fuel,W,1
101144,E1,Other treatment,S,1
101144,E1,Settling or clarification,A,1
101144,E2,Incineration - thermal destruction other than use as a fuel,L,2
101144,E2,Incineration - thermal destruction other than use as a fuel,S,3
101144,E2,Incineration - thermal destruction other than use as a fuel,W,2
101144,E3,Incineration - thermal destruction other than use as a fuel,L,3
101144,E3,Incineration - thermal destruction other than use as a fuel,S,4
101144,E3,Mechanical Separation,A,1
101144,E3,Settling or clarification,A,1
101144,E4,Incineration - thermal destruction other than use as a fuel,L,1
101144,E4,Neutralization,L,1
101144,E4,Other treatment,S,1
101144,E4,Scrubber,A,1
101144,E5,Adsorption,A,1
101144,E5,Other Air Emission Treatment,A,1
101200480,E1,Incineration - thermal destruction other than use as a fuel,L,1
101200480,E1,Incineration - thermal destruction other than use as a fuel,S,1
101200480,E1,Scrubber,A,1
101200480,E3,Other Air Emission Treatment,A,1
101200480,E3,Settling or clarification,A,1
101200480,E4,Other Air Emission Treatment,A,2
101200480,E4,Settling or clarification,A,1
101688,E1,Adsorption,W,1
101688,E1,Condenser,A,1
101688,E1,Incineration - thermal destruction other than use as a fuel,A,2
101688,E1,Incineration - thermal destruction other than use as a fuel,L,1
101688,E1,Incineration - thermal destruction other than use as a fuel,S,2
101688,E1,Incineration - thermal destruction other than use as a fuel,W,1
101688,E1,Neutralization,L,15
101688,E1,Neutralization,S,9
101688,E1,Neutralization,W,3
101688,E1,Other Air Emission Treatment,A,1
101688,E1,Other chemical precipitation with or without pretreatment,L,2
101688,E1,Other chemical precipitation with or without pretreatment,W,2
101688,E1,Other treatment,L,26
101688,E1,Other treatment,S,6
101688,E1,Other treatment,W,4
101688,E1,Phase separation,S,1
101688,E1,Scrubber,A,2
101688,E1,Settling or clarification,S,1
101688,E3,Biological treatment with or without precipitation,W,1
101688,E3,Incineration - thermal destruction other than use as a fuel,A,2
101688,E3,Incineration - thermal destruction other than use as a fuel,L,4
101688,E3,Incineration - thermal destruction other than use as a fuel,S,5
101688,E3,Incineration - thermal destruction other than use as a fuel,W,2
101688,E3,Mechanical Separation,A,2
101688,E3,Neutralization,L,1
101688,E3,Other Air Emission Treatment,A,2
101688,E3,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),L,1
101688,E3,Other treatment,L,1
101688,E3,Other treatment,W,1
101688,E3,Scrubber,A,1
101688,E3,Settling or clarification,A,1
101688,E4,Absorber,A,1
101688,E4,Incineration - thermal destruction other than use as a fuel,A,3
101688,E4,Incineration - thermal destruction other than use as a fuel,W,1
101688,E4,Mechanical Separation,A,1
101688,E4,Neutralization,L,5
101688,E4,Neutralization,S,1
101688,E4,Other Air Emission Treatment,A,2
101688,E4,Other treatment,L,8
101688,E4,Other treatment,S,2
101688,E4,Scrubber,A,3
101688,E5,Absorber,A,2
101688,E5,Adsorption,A,1
101688,E5,Biological treatment with or without precipitation,W,1
101688,E5,Condenser,A,3
101688,E5,Incineration - thermal destruction other than use as a fuel,A,8
101688,E5,Incineration - thermal destruction other than use as a fuel,L,1
101688,E5,Mechanical Separation,A,8
101688,E5,Neutralization,L,1
101688,E5,Other Air Emission Treatment,A,5
101688,E5,Other treatment,L,2
101688,E5,Scrubber,A,8
101688,E5,Scrubber,W,1
101688,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
101688,E6,Condenser,A,1
101688,E6,Incineration - thermal destruction other than use as a fuel,L,1
101688,E6,Incineration - thermal destruction other than use as a fuel,S,1
101688,E6,Mechanical Separation,A,4
101688,E6,Neutralization,L,2
101688,E6,Neutralization,S,2
101688,E6,Other Air Emission Treatment,A,7
101688,E6,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
101688,E6,Other treatment,L,3
101688,E6,Other treatment,S,1
101688,E6,Scrubber,A,1
101779,E1,Biological treatment with or without precipitation,W,2
101779,E1,Condenser,A,1
101779,E1,Incineration - thermal destruction other than use as a fuel,L,4
101779,E1,Incineration - thermal destruction other than use as a fuel,S,4
101779,E2,Biological treatment with or without precipitation,W,1
101779,E2,Incineration - thermal destruction other than use as a fuel,A,1
101779,E2,Incineration - thermal destruction other than use as a fuel,L,4
101779,E2,Incineration - thermal destruction other than use as a fuel,S,3
101779,E2,Incineration - thermal destruction other than use as a fuel,W,1
101779,E3,Biological treatment with or without precipitation,W,1
101779,E3,Condenser,A,1
101779,E3,Incineration - thermal destruction other than use as a fuel,L,6
101779,E3,Incineration - thermal destruction other than use as a fuel,S,3
101779,E3,Neutralization,W,1
101779,E4,Adsorption,W,1
101779,E4,Flare,A,1
101779,E4,Incineration - thermal destruction other than use as a fuel,A,3
101779,E4,Mechanical Separation,A,5
101779,E4,Scrubber,A,3
101779,E4,Settling or clarification,A,1
101779,E5,Absorber,A,1
101779,E5,Condenser,A,1
101779,E5,Incineration - thermal destruction other than use as a fuel,A,1
101779,E5,Incineration - thermal destruction other than use as a fuel,L,1
101779,E5,Mechanical Separation,A,1
101779,E5,Other Air Emission Treatment,A,1
101779,E5,Other treatment,W,1
101779,E5,Scrubber,A,6
101779,E6,Biological treatment with or without precipitation,W,2
101779,E6,Neutralization,W,1
101779,E6,Other Air Emission Treatment,A,1
101779,E6,Scrubber,A,5
101804,E1,Biological treatment with or without precipitation,W,1
101804,E1,Incineration - thermal destruction other than use as a fuel,L,2
101804,E1,Incineration - thermal destruction other than use as a fuel,S,3
101804,E1,Incineration - thermal destruction other than use as a fuel,W,1
101804,E1,Mechanical Separation,A,1
101804,E2,Incineration - thermal destruction other than use as a fuel,L,1
101804,E2,Incineration - thermal destruction other than use as a fuel,S,1
101804,E2,Incineration - thermal destruction other than use as a fuel,W,1
101804,E3,Mechanical Separation,A,1
101804,E3,Settling or clarification,A,1
101804,E4,Biological treatment with or without precipitation,W,1
101804,E4,Mechanical Separation,A,2
101804,E4,Other Air Emission Treatment,A,1
101804,E4,Scrubber,A,1
101804,E4,Settling or clarification,A,1
101804,E5,Other Air Emission Treatment,A,1
101804,E6,Biological treatment with or without precipitation,W,1
101906,E2,Incineration - thermal destruction other than use as a fuel,L,1
101906,E2,Incineration - thermal destruction other than use as a fuel,S,1
101906,E2,Incineration - thermal destruction other than use as a fuel,W,1
10294345,E2,Neutralization,A,1
10294345,E2,Neutralization,W,1
10294345,E3,Neutralization,W,1
10294345,E3,Scrubber,A,4
10294345,E4,Adsorption,A,1
10294345,E4,Scrubber,A,2
10294345,E6,Neutralization,W,1
10294345,E6,Scrubber,A,1
103231,E1,Incineration - thermal destruction other than use as a fuel,L,2
103231,E1,Incineration - thermal destruction other than use as a fuel,S,3
103231,E1,Neutralization,S,1
103231,E1,Other Air Emission Treatment,A,1
103231,E3,Condenser,A,4
103231,E3,Incineration - thermal destruction other than use as a fuel,L,2
103231,E3,Incineration - thermal destruction other than use as a fuel,S,3
103231,E3,Incineration - thermal destruction other than use as a fuel,W,1
103231,E3,Mechanical Separation,A,9
103231,E3,Scrubber,A,1
103231,E3,Settling or clarification,W,1
103231,E4,Adsorption,W,1
103231,E4,Electrostatic Precipitator,A,2
103231,E4,Incineration - thermal destruction other than use as a fuel,A,1
103231,E4,Mechanical Separation,A,6
103231,E4,Other Air Emission Treatment,A,1
103231,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
103231,E4,Phase separation,L,1
103231,E4,Phase separation,W,2
103231,E4,Scrubber,A,2
103231,E4,Settling or clarification,A,1
103231,E4,Settling or clarification,S,1
103231,E5,Absorber,A,1
103231,E5,Biological treatment with or without precipitation,W,1
103231,E5,Condenser,A,2
103231,E5,Electrostatic Precipitator,A,9
103231,E5,Incineration - thermal destruction other than use as a fuel,A,1
103231,E5,Mechanical Separation,A,4
103231,E5,Other Air Emission Treatment,A,1
103231,E5,Phase separation,L,1
103231,E5,Phase separation,W,3
103231,E5,Scrubber,A,2
103231,E5,Settling or clarification,W,1
103231,E6,Biological treatment with or without precipitation,W,1
103231,E6,Condenser,A,1
103231,E6,Electrostatic Precipitator,A,1
103231,E6,Incineration - thermal destruction other than use as a fuel,L,1
103231,E6,Incineration - thermal destruction other than use as a fuel,S,2
103231,E6,Mechanical Separation,A,2
103231,E6,Other Air Emission Treatment,A,2
103231,E6,Phase separation,L,1
103231,E6,Settling or clarification,A,1
104121,E2,Incineration - thermal destruction other than use as a fuel,S,1
10453868,E1,Incineration - thermal destruction other than use as a fuel,L,1
10453868,E1,Incineration - thermal destruction other than use as a fuel,S,1
10453868,E2,Incineration - thermal destruction other than use as a fuel,L,1
10453868,E2,Incineration - thermal destruction other than use as a fuel,S,1
10453868,E2,Incineration - thermal destruction other than use as a fuel,W,1
10453868,E3,Incineration - thermal destruction other than use as a fuel,A,1
104949,E1,Biological treatment with or without precipitation,W,1
104949,E4,Scrubber,A,1
104949,E6,Scrubber,A,1
105679,E1,Incineration - thermal destruction other than use as a fuel,L,1
105679,E1,Incineration - thermal destruction other than use as a fuel,S,1
105679,E1,Scrubber,A,1
105679,E2,Electrostatic Precipitator,A,1
105679,E2,Flare,A,1
105679,E2,Incineration - thermal destruction other than use as a fuel,A,1
105679,E2,Incineration - thermal destruction other than use as a fuel,L,2
105679,E2,Incineration - thermal destruction other than use as a fuel,S,2
105679,E2,Other treatment,L,1
105679,E2,Scrubber,A,1
105679,E3,Adsorption,W,1
105679,E3,Biological treatment with or without precipitation,W,1
105679,E3,Flare,A,4
105679,E3,Incineration - thermal destruction other than use as a fuel,A,11
105679,E3,Incineration - thermal destruction other than use as a fuel,L,6
105679,E3,Incineration - thermal destruction other than use as a fuel,S,5
105679,E3,Other Air Emission Treatment,A,5
105679,E3,Scrubber,A,3
105679,E4,Adsorption,A,1
